ISIN,NAME,Country
AU000000PPE1,PEOPLE INFRASTRUCTURE,PAC
AU000000PPS1,PRAEMIUM,PAC
AU000000PPT9,PERPETUAL,PAC
AU000000PRG2,PROGRAMMED MAINT.SVS. DEAD - DELIST.06/11/17,PAC
AU000000PRT5,PRIME MEDIA GROUP,PAC
AU000000PRU3,PERSEUS MINING,PAC
AU000000PSI6,PSC INSURANCE GROUP,PAC
AU000000PTM6,PLATINUM ASSET MAN.,PAC
AU000000PWH0,PWR HOLDINGS,PAC
AU000000PXS5,PHARMAXIS,PAC
AU000000QAN2,QANTAS AIRWAYS,PAC
AU000000QBE9,QBE INSURANCE GROUP,PAC
AU000000QIN5,QUINTIS DEAD - DELIST.29/08/19,PAC
AU000000QIP0,QANTM INTUAL.PR.,PAC
AU000000QUB5,QUBE HOLDINGS,PAC
AU000000RBL2,REDBUBBLE,PAC
AU000000RCR7,RCR TOMLINSON DEAD - DELIST.05/07/19,PAC
AU000000REA9,REA GROUP,PAC
AU000000REC5,RECALL HOLDINGS DEAD - DELIST.03/05/16,PAC
AU000000RED3,RED 5,PAC
AU000000REG6,REGIS HEALTHCARE,PAC
AU000000REH4,REECE,PAC
AU000000RFF5,RURAL FUND GROUP STAPLED UNITS,PAC
AU000000RFG3,RETAIL FOOD GROUP,PAC
AU000000RHC8,RAMSAY HEALTH CARE,PAC
AU000000RHP0,RHIPE,PAC
AU000000RIC6,RIDLEY,PAC
AU000000RIV6,RIVERSDALE MINING DEAD - DELIST.07/07/11,PAC
AU000000RKN9,RECKON,PAC
AU000000RLC0,REEDY LAGOON,PAC
AU000000RMS4,RAMELIUS RESOURCES,PAC
AU000000ROC4,ROC OIL COMPANY DEAD - DELIST.30/01/15,PAC
AU000000RRL8,REGIS RESOURCES,PAC
AU000000RSG6,RESOLUTE MINING,PAC
AU000000RUL2,RPMGLOBAL HOLDINGS,PAC
AU000000RWC7,RELIANCE WORLDWIDE,PAC
AU000000S320,SOUTH32,PAC
AU000000SAI8,SAI GLOBAL DEAD - DELIST.28/12/16,PAC
AU000000SAR9,SARACEN MINERAL HDG. DEAD - DELIST.15/02/21,PAC
AU000000SBM8,ST BARBARA,PAC
AU000000SCG8,SCENTRE GROUP UNIT,PAC
AU000000SCO2,SCOTTISH PACIFIC GP. DEAD - DELIST.12/02/19,PAC
AU000000SCP9,SHPCTR.AUSAN.PR.GP. STAP.UTS.,PAC
AU000000SDA9,SPEEDCAST INTERNATIONAL DEAD - DELIST.17/03/21,PAC
AU000000SDF8,STEADFAST GROUP,PAC
AU000000SDG6,SUNLAND GROUP,PAC
AU000000SEK6,SEEK,PAC
AU000000SFR8,SANDFIRE RESOURCES,PAC
AU000000SGF1,SG FLEET GROUP,PAC
AU000000SGH7,SLATER & GORDON,PAC
AU000000SGM7,SIMS,PAC
AU000000SGP0,STOCKLAND STAPLED UNITS,PAC
AU000000SGR6,STAR ENTERTAINMENT GROUP,PAC
AU000000SGX4,SINO GOLD MINING (OTC) DEAD - DELIST.18/12/09,PAC
AU000000SHJ1,SHINE JUSTICE,PAC
AU000000SHL7,SONIC HEALTHCARE,PAC
AU000000SHV6,SELECT HARVESTS,PAC
AU000000SIG5,SIGMA HEALTHCARE,PAC
AU000000SIQ4,SMARTGROUP CORPORATION,PAC
AU000000SIV4,SIV CAPITAL,PAC
AU000000SKE6,SKILLED GROUP DEAD - DELIST.20/10/15,PAC
AU000000SKI7,SRK.INFR.GP.STAP. UTS.,PAC
AU000000SLC8,SUPERLOOP,PAC
AU000000SLK1,SEALINK TRAVEL GROUP,PAC
AU000000SLR6,SILVER LAKE RESOURCES,PAC
AU000000SLX4,SILEX SYSTEMS,PAC
AU000000SMN3,STRUCTURAL MTG.SY.CDI.,PAC
AU000000SMR4,STANMORE COAL,PAC
AU000000SMX2,SMS MAN.& TECH. DEAD - DELIST.27/09/17,PAC
AU000000SOL3,WASH.H SOUL PATSN.& CO.,PAC
AU000000SOM1,SOMNOMED,PAC
AU000000SPL0,STARPHARMA HOLDINGS,PAC
AU000000SPO4,SPOTLESS GROUP HOLDINGS DEAD - DELIST.30/08/19,PAC
AU000000SRS1,SPICERS DEAD - DELIST.17/07/19,PAC
AU000000SRV5,SERVCORP,PAC
AU000000SRX1,SIRTEX MEDICAL DEAD - DELIST.14/09/18,PAC
AU000000SSM2,SERVICE STREAM,PAC
AU000000STO6,SANTOS,PAC
AU000000SUL0,SUPER RETAIL GROUP,PAC
AU000000SUN6,SUNCORP GROUP,PAC
AU000000SVL8,SILVER MINES,PAC
AU000000SVW5,SEVEN GROUP HOLDINGS,PAC
AU000000SWM4,SEVEN WEST MEDIA,PAC
AU000000SXL4,SOUTHERN CROSS MEDIA GROUP,PAC
AU000000SXY7,SENEX ENERGY,PAC
AU000000SYD9,SYDNEY AIRPORT STAPLED UNITS,PAC
AU000000SYR9,SYRAH RESOURCES,PAC
AU000000TAH8,TABCORP HOLDINGS,PAC
AU000000TAL0,TOWER AUSTRALIA GROUP DEAD - DELIST.12/05/11,PAC
AU000000TCL6,TRANSURBAN GROUP STAPLED UNITS,PAC
AU000000TEN8,TEN NETWORK HOLDINGS DEAD - DELIST.24/11/17,PAC
AU000000TER9,TERRACOM,PAC
AU000000TGA0,THORN GROUP,PAC
AU000000TGP8,360 CAPITAL GROUP STAPLED UNITS,PAC
AU000000TGR4,TASSAL GROUP,PAC
AU000000TGS2,TIGER RESOURCES DEAD - DELIST.03/02/20,PAC
AU000000TIG3,TIGERS REALM COAL,EM
AU000000TLS2,TELSTRA,PAC
AU000000TLX2,TELIX PHARMACEUTICALS,PAC
AU000000TNE8,TECHNOLOGY ONE,PAC
AU000000TOL1,TOLL HOLDINGS DEAD - DELIST.29/05/15,PAC
AU000000TOX6,TOX FREE SOLUTIONS DEAD - DELIST.29/05/18,PAC
AU000000TPM6,TPG TELECOM DEAD - DELIST.14/07/20,PAC
AU000000TPW5,TEMPLE & WEBSTER GP.,PAC
AU000000TRS9,THE REJECT SHOP,PAC
AU000000TRY7,TROY RESOURCES,PAC
AU000000TSO6,TISHMAN SPEYER OFFE.FD. DEAD - DELIST.29/06/12,PAC
AU000000TTS5,TATTS GROUP DEAD - DELIST.27/12/17,PAC
AU000000TTT3,TITOMIC,PAC
AU000000TWE9,TREASURY WINE ESTATES,PAC
AU000000UGL5,UGL DEAD - DELIST.03/01/17,PAC
AU000000UPD3,UPDATER DEAD - DELIST.11/10/18,PAC
AU000000UXC9,UXC DEAD - DELIST.29/02/16,PAC
AU000000VAH4,VIRGIN AUSTRALIA HDG. DEAD - DELIST.17/11/20,PAC
AU000000VCX7,VICINITY CENTRES,PAC
AU000000VED5,VEDA GROUP DEAD - DELIST.26/02/16,PAC
AU000000VEE3,VEEM,PAC
AU000000VEI4,VISION EYE INSTITUTE SUSP - SUSP.09/11/15,PAC
AU000000VET1,VOCATION DEAD - DELIST.30/08/16,PAC
AU000000VIT2,VITACO HOLDINGS DEAD - DELIST.19/12/16,PAC
AU000000VLW0,VILLA WORLD DEAD - DELIST.31/10/19,PAC
AU000000VOC6,VOCUS GROUP,PAC
AU000000VPG4,VALAD PROPERTY GROUP DEAD - DELIST.30/08/11,PAC
AU000000VRL0,VILLAGE ROADSHOW DEAD - DELIST.30/12/20,PAC
AU000000VRT3,VIRTUS HEALTH,PAC
AU000000VTG6,VITA GROUP,PAC
AU000000WAF6,WEST AFRICAN RESOURCES,PAC
AU000000WBA5,WEBSTER DEAD - DELIST.21/02/20,PAC
AU000000WBC1,WESTPAC BANKING,PAC
AU000000WEB7,WEBJET,PAC
AU000000WEC5,WHITE ENERGY,PAC
AU000000WES1,WESFARMERS,PAC
AU000000WGN7,WAGNERS HOLDING COMPANY,PAC
AU000000WGX6,WESTGOLD RESOURCES,PAC
AU000000WHA2,WATTLE HEALTH AUSTRALIA SUSP - SUSP.06/04/21,PAC
AU000000WHC8,WHITEHAVEN COAL,PAC
AU000000WLD8,WELLARD,PAC
AU000000WOR2,WORLEY,PAC
AU000000WOW2,WOOLWORTHS GROUP,PAC
AU000000WPL2,WOODSIDE PETROLEUM,PAC
AU000000WPP3,WPP AUNZ,PAC
AU000000WSA9,WESTERN AREAS,PAC
AU000000WTC3,WISETECH GLOBAL,PAC
AU000000WTF6,WOTIF COM HOLDINGS DEAD - DELIST.17/11/14,PAC
AU000000YAL0,YANCOAL AUSTRALIA,PAC
AU000000YOW8,YOWIE GROUP,PAC
AU000000Z1P6,ZIP,PAC
AU000000ZNO4,ZOONO GROUP,PAC
AU0000013070,MARLEY SPOON AG CDI,EUR
AU0000013559,ATLAS ARTERIA STAPLED UNITS,PAC
AU0000016875,VIVA ENERGY GROUP,PAC
AU0000018236,NICKEL MINES,PAC
AU0000021974,PHOSLOCK ENV.TECHS. SUSP - SUSP.06/04/21,PAC
AU0000026122,CORONADO GLOBAL RESOURCES CDI,PAC
AU0000027484,ARDENT LEISURE GROUP,PAC
AU0000028946,IONEER,PAC
AU0000030553,REDCAPE HOTEL GROUP STAPLED UNITS,PAC
AU0000030645,CHRTR.HALL SCL. INFR. REIT UTS.,PAC
AU0000031767,CITY CHIC COLLECTIVE,PAC
AU0000032187,A2B AUSTRALIA,PAC
AU0000033359,HEALIUS,PAC
AU0000038911,OVATO,PAC
AU0000039711,APN INDUSTRIA REIT STAPLED UNITS,PAC
AU0000040057,ECOFIBRE,PAC
AU0000041329,NEXT SCIENCE,PAC
AU0000046005,IRONGATE GROUP STAPLED UNITS,PAC
AU0000049033,AIC MINES,PAC
AU0000050585,BETMAKERS TECHNOLOGY GROUP,PAC
AU0000061897,PERENTI GLOBAL,PAC
AU0000077893,CENTURIA OFFICE REIT UNITS,PAC
AU0000082489,OMNI BRIDGEWAY,PAC
AU0000088064,WAYPOINT REIT STAPLED UNITS,PAC
AU0000088338,AMPOL,PAC
AU0000089351,ENOVA MINING,PAC
AU0000091910,WILUNA MINING CORPORATION,PAC
AU0000093031,WEBCENTRAL GROUP,PAC
AU0000094252,NOVA EYE MEDICAL,PAC
AU0000120040,GOOD DRINKS AUSTRALIA,PAC
AU0000120818,AUSTCO HEALTHCARE,PAC
AU0000121337,HUMM GROUP,PAC
AU0000XINAK8,INTL.FERRO METALS DEAD - DELIST.04/02/19,PAC
AU000XINEAA6,LINC ENERGY DEAD - DELIST.30/10/20,PAC
BA100TLKMRA2,TELEKOM SRPSKE,SA
BD0001GP0004,GRAMEENPHONE,FRON
BD0203OLIND3,OLYMPIC INDS.,FRON
BD0311TGAS01,TITAS GAS TNSM.& DS.CO.,FRON
BD0453BXPH04,BEXIMCO PHARMACEUTICALS,FRON
BD0457RENAT6,RENATA,FRON
BD0473SQPH00,SQUARE PHARMACEUTICALS,FRON
BD0643LSCL09,LAFARGEHOLCIM BANGLADESH,FRON
BE0003008019,BANQUE NATIONALE DE BELGIQUE,EUR
BE0003470755,SOLVAY,EUR
BE0003555639,TESSENDERLO GROUP,EUR
BE0003562700,DELHAIZE GROUP DEAD - 25/07/16,EUR
BE0003565737,KBC GROUP,EUR
BE0003592038,COMPAGNIE DU BOIS SAUVAGE,AMER
BE0003593044,COFINIMMO,EUR
BE0003599108,COMPAGNIE IMMOBILIERE DE BELGIQUE,EUR
BE0003604155,LOTUS BAKERIES,EUR
BE0003656676,RECTICEL,EUR
BE0003678894,BEFIMMO,EUR
BE0003699130,GIMV,EUR
BE0003707214,RESILUX,EUR
BE0003717312,SOFINA,EUR
BE0003720340,RETAIL ESTATES,EUR
BE0003724383,WERELDHAVE BELGIUM,EUR
BE0003735496,ORANGE BELGIUM,EUR
BE0003739530,UCB,EUR
BE0003743573,SIOEN INDUSTRIES,EUR
BE0003746600,INTERVEST OFFICES & WAREHOUSES REIT,EUR
BE0003755692,AGFA-GEVAERT,EUR
BE0003764785,ACKERMANS & VAN HAAREN,EUR
BE0003765790,GREENYARD,EUR
BE0003766806,ION BEAM APPLICATIONS,EUR
BE0003770840,LEASINVEST REAL ESTATE COMM,EUR
BE0003789063,DECEUNINCK ECH,EUR
BE0003797140,GBL NEW,EUR
BE0003808251,EXMAR,EUR
BE0003810273,PROXIMUS,EUR
BE0003816338,EURONAV,EUR
BE0003818359,GALAPAGOS,EUR
BE0003820371,EVS BROADCAST EQUIPMENT,EUR
BE0003822393,ELIA GROUP,EUR
BE0003823409,TUBIZE FINANCIERE,EUR
BE0003826436,TELENET GROUP HOLDING,EUR
BE0003839561,VAN DE VELDE,EUR
BE0003844611,MDXHEALTH,AMER
BE0003846632,OXURION NV,EUR
BE0003851681,AEDIFICA,EUR
BE0003853703,MONTEA COMM,EUR
BE0003858751,JENSEN-GROUP,EUR
BE0003864817,TIGENIX DEAD - DELIST.27/07/18,EUR
BE0003867844,KBC ANCORA,EUR
BE0003874915,FAGRON,EUR
BE0003877942,ABLYNX DEAD - DELIST.13/06/18,EUR
BE0003878957,VGP,EUR
BE0003883031,AANNEMINGSMAATSCHAP PIJ CFE,EUR
BE0003898187,SIPEF,EUR
BE0165385973,MELEXIS,EUR
BE0947727377,HANSEN TNSMS.INTL. (OTC) DEAD - MERGER,EUR
BE0974256852,COLRUYT,EUR
BE0974258874,BEKAERT (D),EUR
BE0974259880,D IETEREN,EUR
BE0974260896,CELYAD ONCOLOGY,EUR
BE0974264930,AGEAS (EX-FORTIS),EUR
BE0974268972,BPOST,EUR
BE0974271034,VIOHALCO,EM
BE0974273055,CARE PROPERTY INV,EUR
BE0974274061,KINEPOLIS GROUP,EUR
BE0974276082,ONTEX GROUP,EUR
BE0974281132,BIOCARTIS GROUP,EUR
BE0974283153,MITHRA,EUR
BE0974288202,XIOR STUDENT HOUSING,EUR
BE0974290224,DEXIA DEAD - DELIST.02/12/19,EUR
BE0974293251,ANHEUSER-BUSCH INBEV,EUR
BE0974294267,NYRSTAR,EUR
BE0974310428,X-FAB SILICON FOUNDRIES,EUR
BE0974313455,ECONOCOM GROUP,EUR
BE0974314461,BALTA GROUP,EUR
BE0974320526,UMICORE,EUR
BE0974338700,TITAN CEMENT,EM
BE0974349814,WAREHOUSES DE PAUW,EUR
BE0974362940,BARCO NEW,EUR
BG1100005997,BULGARIAN TELECOM.CO. DEAD - 06/11/13,SA
BG1100025052,ADVANCE TERRAFUND REIT,SA
BG1100046066,CHIMIMPORT,SA
BG1100075065,MONBAT,SA
BG11SOSOBT18,SOPHARMA,SA
BH0004659916,BBK,FRON
BH0005508765,AHLI UNITED BANK,FRON
BH0006000044,ALUMINIUM BAHRAIN,FRON
BH000A0J2481,AL SALAM BK.BAHRAIN,FRON
BH0060713458,BAHRAIN TELECM.COMPANY FINANCIAL ANALYSIS,FRON
BM29267H4068,ENDURANCE SPY.HDG.DEPY. SHS.REPSTG 1/1000 PF.C,AMER
BMG0130N1130,AGRITRADE RESOURCES SUSP - SUSP.02/07/20,EM
BMG0133U1062,AIDIGONG MATERNAL & CHILD HEALTH,PAC
BMG0135Z1032,AGTECH HOLDINGS,PAC
BMG0154K1027,ALCO HOLDINGS,PAC
BMG0171K1018,ALIBABA HLTH.INFO.TECH.,PAC
BMG0171W1055,ALIBABA PICTURES GROUP,PAC
BMG0259E1342,AMCO UNITED HOLDING,PAC
BMG0438M1064,APT SATELLITE HOLDINGS,PAC
BMG0440M1284,AQUARIUS PLATINUM DEAD - DELIST.14/04/16,AMER
BMG0450A1053,ARCH CAP.GP.,AMER
BMG0451H1170,ARCHER,EUR
BMG0464B1072,ARGO GP.INTL.HOLDINGS,AMER
BMG0533U2355,ASIA STANDARD INTL.GROUP,PAC
BMG0534R1088,AI.SAT.TELECOM.HDG. DEAD - DELIST.04/09/19,EM
BMG0536F1775,ASIA RESOURCES HOLDINGS,EM
BMG053841547,ASPEN IN.HDG.5.95% NON-CUM.PERP.PF.SHS.,AMER
BMG0585R1060,ASSURED GUARANTY,AMER
BMG066391019,AUTO ITALIA HOLDINGS,PAC
BMG067231032,AVANCE GAS,EUR
BMG0684D1074,ATHENE HOLDING A,AMER
BMG0692U1099,AXIS CAPITAL HDG.,AMER
BMG0719V1063,AVIC INTERNATIONAL HOLDING (HK),EM
BMG0750C1082,AXALTA COATING SYSTEMS,AMER
BMG0772R2087,BANK OF NT BUTTERFIELD &.SON,Other
BMG0865U1009,BAN LOONG HOLDINGS,PAC
BMG0957L1090,BEIJING ENTERPRISES WATER GROUP,EM
BMG095871098,BEIJING GAS BLUE SKY HOLDINGS,PAC
BMG100821401,ENERGY XXI DEAD - DELIST.30/12/16,Other
BMG1145H1097,BEIJING PROPERTIES (HOLDINGS),EM
BMG1146K1018,BEIJING ENERGY INTERNATIONAL HOLDING,PAC
BMG1154H1079,BELMOND 'A' DEAD - DELIST.17/04/19,AMER
BMG1190F1077,BLUE CAPITAL REINSURANCE HOLDINGS,AMER
BMG1223L1054,BOE VARITRONIX,PAC
BMG1285D1083,BRACELL DEAD - DELIST.25/10/16,EM
BMG1368B1028,BRILLIANCE CHINA AUTOMOTIVE HOLDINGS,PAC
BMG1371C1212,BRIGHTOIL PTL.(HDG.) DEAD - DELIST.19/10/20,PAC
BMG1466R2078,BORR DRILLING,Other
BMG162341090,BROOKFIELD BUS.PTNS.UTS.,AMER
BMG162491077,BROOKFIELD PR.PARTNERS UNT.,AMER
BMG162521014,BROOKFIELD INFR.PTNS. UNITS,AMER
BMG162581083,BROOKFIELD RENEWABLE PARTNERS,Other
BMG169621056,BUNGE,AMER
BMG173841013,BW LPG,PAC
BMG1738J1247,BW OFFSHORE,EUR
BMG1744V1037,CAFE DE CORAL HDG.,PAC
BMG1808K1009,BURWILL HOLDINGS SUSP - SUSP.19/08/19,PAC
BMG1932V2128,CASH FINANCIAL SERVICES GROUP,PAC
BMG196F11004,CATLIN GROUP DEAD - 01/05/15,Other
BMG1985B1138,C C LAND HOLDINGS,PAC
BMG1993G1042,CARRIANNA GROUP HOLDINGS,PAC
BMG200452024,CENTRAL EUR.MEDIA ENTER. 'A',AMER
BMG2008E1003,C.BANNER INTERNATIONAL HDG.,PAC
BMG202981087,CGN NEW ENERGY HOLDINGS,PAC
BMG210821051,CHINA YUCHAI INTL.,PAC
BMG2108M2182,CHINESE ESTATES HDG.,PAC
BMG2108V1019,CHINA ORIENTAL GROUP,PAC
BMG210901242,CHINA WATER AFFAIRS GP.,EM
BMG2109G1033,CHINA GAS HOLDINGS,PAC
BMG210A71016,CH G PHARM HEALTHCARE HLDGS,EM
BMG2110W1055,CHINA FINL.INTL.INVS.,EM
BMG2111B1752,CHINA BEST GROUP HOLDING,EM
BMG2113B1081,CHINA RESOURCES GAS GROUP,PAC
BMG2113M1203,CHOW SANG SANG HDG.INTL.,PAC
BMG2113Q1217,CHINA OCEAN INDUSTRY GROUP,EM
BMG2114V1037,CHINA OCEAN GROUP DEVELOPMENT,PAC
BMG211591018,CHINA YURUN FOOD GROUP,PAC
BMG2115P1059,CHINA NUCLEAR ENERGY TECH,PAC
BMG2115S1171,CHINA DIGITAL CUL.(GP.) SUSP - SUSP.02/04/21,PAC
BMG2116L1037,CHINA SMARTER EN.GP.HDG. SUSP - SUSP.02/04/21,PAC
BMG2116Y1057,CHINA EVERBRIGHT WATER,PAC
BMG2117G1033,CHINA DYNAMICS (HDG.),PAC
BMG2117K1045,CHINA OCEANWIDE HOLDINGS,PAC
BMG211801235,CHINA GREEN HOLDINGS,EM
BMG2118J1062,CENTRAL WEALTH GROUP HOLDINGS,EM
BMG2118Q1006,CHINA SHANDONG HI- SPEED FIN GROUP,PAC
BMG2119D1166,CHINA BAOLI TECHNOLOGIES HOLDINGS,PAC
BMG2120L1072,CHIN.DPY.OPEL. TCHHD.,EM
BMG2120V1054,CHINA TRUSTFUL GP. SUSP - SUSP.19/05/20,PAC
BMG2121N1020,CHINA AUTOMOBILE NEW RETAIL (HOLDINGS),PAC
BMG2122L1054,CHINA ELECTRONICS HUADA TECHNOLOGY COMPANY,PAC
BMG2122V1458,CHUANGS CONSORT.INTL.,PAC
BMG2133H1016,CHINA MED.& HLTHCR.GP.,PAC
BMG2154F1095,CHINA FOODS,EM
BMG2155D2029,CHINA LOTSYNERGY HOLDINGS,PAC
BMG2155W1010,CHINA OIL AND GAS GP.,EM
BMG2155Y1075,CITIC RESOURCES HOLDINGS,PAC
BMG2157R1346,CHINA PUBLIC PROCUREMENT,EM
BMG2157U1945,CHINA PROPERTIES INVESTMENT HLDGS,PAC
BMG2158A1302,CHINA ECO-FARMING,PAC
BMG215AV2062,CHINA TOUYUN TECH GROUP,PAC
BMG215AX1039,CHINA HUAJUN GROUP,EM
BMG2161E1113,CHINA SHUIFA SINGYES ENERGY HOLDINGS,PAC
BMG2162U1229,CHINA FINANCE INVESTMENT HLDGS,PAC
BMG2164J1099,CHINA YOUZAN,PAC
BMG2178K1009,CKI HOLDINGS,PAC
BMG219901094,CLEAR MEDIA SUSP - SUSP.14/07/20,PAC
BMG2233G1024,CMBC CAPITAL HOLDINGS,PAC
BMG2345T1099,CONCORD NEW ENERGY GROUP,EM
BMG2442N1048,COSCO SHIPPING PORTS,EM
BMG2519Y1084,CREDICORP,EM
BMG253431073,COSAN 'A' DEAD - DELIST.12/03/21,EM
BMG2581C1091,CSI PROPERTIES,PAC
BMG2587F2058,CULTURECOM HOLDINGS,PAC
BMG2624N1535,DAIRY FARM INTL.HDG.,PAC
BMG2751X1314,DAOHE GLOBAL GROUP,PAC
BMG2759B1072,DIGITAL CHINA HDG.,EM
BMG2763D1074,DINGYI GROUP INVESTMENT,PAC
BMG2773V2045,DIT GROUP,EM
BMG2870G1006,DIGITAL DOMAIN HOLDINGS,PAC
BMG3036C2239,EMPEROR INTL.HDG.,PAC
BMG3075P1014,ENSTAR GROUP,AMER
BMG3122U1457,ESPRIT HOLDINGS,PAC
BMG3135M1148,ESUN HOLDINGS,PAC
BMG313751015,EMPEROR CAPITAL GROUP,PAC
BMG313891027,EMPEROR ENTM.HOTEL,PAC
BMG3155U1374,EPI HOLDINGS,PAC
BMG3198U1027,ESSENT GROUP,AMER
BMG3223R1088,EVEREST RE GP.,AMER
BMG3305Y1619,FAIRWOOD HOLDINGS,PAC
BMG3361N1332,FDG ELECTRIC VEHICLES SUSP - SUSP.02/07/20,PAC
BMG3381K1018,FDG KINETIC,Other
BMG348041077,FIRST PACIFIC,PAC
BMG359472021,FLEX LNG,Other
BMG3682E1921,FRONTLINE,EUR
BMG3727Q1015,FREESCALE SEMICON. DEAD - DELIST.08/12/15,AMER
BMG3729C1001,FRONTIER SERVICES GROUP,PAC
BMG375851091,GASLOG,EM
BMG3775G1380,GCL NEW ENERGY HOLDINGS,PAC
BMG3911S1035,GEMDALE PROPS.& INV.,PAC
BMG3922B1072,GENPACT,AMER
BMG392401094,GL SUSP - SUSP.05/04/21,PAC
BMG3924T1062,GENTING HONG KONG,PAC
BMG393381196,GLOBAL BRANDS GROUP HOLDING,PAC
BMG3958B1046,GOLDEN RES.DEV.INTL.,PAC
BMG396372051,GOLDEN OCEAN GROUP,EUR
BMG3968F1370,GOLDIN FINANCIAL HDG.,PAC
BMG3978C1249,GOME RETAIL HOLDINGS,EM
BMG4069C1486,GREAT EAGLE HDG.,PAC
BMG407061552,GREATER CHINA FINL.HDG.,PAC
BMG4094B1072,GOOD RESOURCES HOLDINGS SUSP - SUSP.23/09/20,PAC
BMG4111M1029,G-RESOURCES GROUP,PAC
BMG4141P1178,GROUND INTL.DEV.,EM
BMG4153U1036,GBA HOLDINGS,EM
BMG4165P1187,GREEN LEADER HOLDINGS GROUP,EM
BMG4182K1009,GUANGDONG LD HOLDINGS,EM
BMG420981224,GUOCO GROUP,PAC
BMG4209G2077,GULF KEYSTONE PTL.(DI),EM
BMG423131256,HAIER ELECTRONICS GP. DEAD - DELIST.23/12/20,PAC
BMG4232X1020,HAITONG INTL.SECS.GP.,PAC
BMG4288J1062,HANERGY THIN FILM POWER GROUP,PAC
BMG429851048,HARDY UNDERWRITING BER. (DI),EUR
BMG4388N1065,HELEN OF TROY,AMER
BMG4404N1149,HENGTEN NETWORKS GROUP,PAC
BMG4491W1001,MIDLAND HOLDINGS,PAC
BMG4512G1261,HI SUN TECHNOLOGY CHINA,EM
BMG4528A1137,CHINA CREATIVE DIGITAL ENTERTAINMENT,PAC
BMG454221059,HOEGH LONG HOLDINGS,EUR
BMG4584L1028,HONG KONG CHAOSHANG GROUP,PAC
BMG4587L1090,HONG KONG LAND HDG.,PAC
BMG4593F1389,HISCOX DI,Other
BMG4600H1016,HOPSON DEVELOPMENT HDG.,PAC
BMG4634Z1014,HSIN CHONG GP.HDG. DEAD - DELIST.30/12/19,PAC
BMG4639H1227,HUABAO INTL.HDG.,EM
BMG464081030,HUDSON A DEAD - DELIST.01/12/20,EUR
BMG4643J1062,HUANXI MEDIA GROUP,PAC
BMG4643K1036,TYSAN HOLDINGS,PAC
BMG4643L1019,HUARONG INTL FINANCIAL HOLDINGS,PAC
BMG4643R1088,HONG KONG FINANCE INVESTMENT HOLDING GROUP,PAC
BMG4709B1129,HUSCOKE HOLDINGS SUSP - SUSP.29/03/21,PAC
BMG4709W1082,HYBRID KINETIC GP. SUSP - SUSP.02/04/21,AMER
BMG471001054,IKWEZI MINING,EM
BMG475671050,IHS MARKIT,AMER
BMG476291940,IMAGI INTERNATIONAL HDG.,PAC
BMG4769M1156,IMPERIAL PAC.INTL.HDG.,PAC
BMG4841P1023,INTEGRATED DS.SVS.GP. (OTC),Other
BMG491BT1088,INVESCO,AMER
BMG4977W1038,IT,PAC
BMG5005R1079,JAMES RIVER GROUP HDG.,AMER
BMG507361001,JARDINE MATHESON HDG.,PAC
BMG507641022,JARDINE STRATEGIC HDG.,PAC
BMG5150J1577,JOHNSON ELECTRIC HDG.,PAC
BMG5210S1061,JOY CITY PROPERTY,EM
BMG5215H1051,KARRIE INTL.HDG.,PAC
BMG522111027,KAISA HEALTH GROUP HOLDINGS,PAC
BMG524181036,KERRY LOGISTICS NETWORK,PAC
BMG524401079,KERRY PROPERTIES,PAC
BMG5256W1029,KINGMAKER FOOTWEAR HDG.,PAC
BMG5266H1034,KINGSTON FINANCIAL GROUP,PAC
BMG5307C1055,KOFAX DEAD - 31/03/15,AMER
BMG5320C1082,KUNLUN ENERGY,EM
BMG5321P1169,K WAH INTERNATIONAL HDG.,PAC
BMG5326A1062,KUANGCHI SCIENCE,PAC
BMG5361W1047,LANCASHIRE HOLDINGS,EUR
BMG5369T1788,LANDING INTDVT.,PAC
BMG5370A1018,LANDSEA GREEN PROPERTIES,EM
BMG540501027,LAZARD 'A',AMER
BMG5472K1898,SYMPHONY HOLDINGS,EM
BMG5485F1692,LI & FUNG DEAD - DELIST.28/05/20,PAC
BMG5695X1258,LUK FOOK HDG.(INTL.),PAC
BMG570071099,LUYE PHARMA GROUP,EM
BMG5753U1128,MAIDEN HOLDINGS,AMER
BMG578481068,MAND.ORNTL.INTL.,PAC
BMG579461325,MAN SANG INTERNATIONAL,PAC
BMG5800U1071,MAN WAH HOLDINGS,PAC
BMG5876H1051,MARVELL TECH.GROUP,AMER
BMG5891T1264,MASTER GLORY GROUP DEAD - DELIST.08/02/21,PAC
BMG5958R1043,MEDTECS INTL.,EM
BMG5964A1523,MEI AH ENTERTAINMENT GP.,PAC
BMG5975D1048,MEILLEURE HEALTH,PAC
BMG6144P1014,MINMETALS LAND,EM
BMG6260K1595,MONGOLIA ENERGY,PAC
BMG6331P1041,ALPHA AND OMEGA SEMICON.,AMER
BMG6359F1370,NABORS INDUSTRIES,AMER
BMG638411113,NAMAKWA DIAMONDS (DI) DEAD - 25/03/13,EM
BMG6384U1172,NATIONAL ARTS ENTM.& CUL.GP.,PAC
BMG6389N1002,NAN HAI,PAC
BMG6390D1092,NAN NAN RESOURCES ENTER.,PAC
BMG6469T1009,NEWOCEAN ENERGY HDG.,PAC
